time_of_post,latitude, longitude,category,number_of_tradies,estimated_size,number_of_impressions,accepted
2019-09-12 10:14:06,-33.8827,151.2059,6,2476,small,916,0
2019-09-10 21:11:06,-33.8929,151.2951,6,2476,small,1464,0
2019-09-16 18:31:06,-33.9410,151.0469,4,2257,small,6,0
2019-09-14 18:39:06,-37.7149,145.0172,2,634,medium,1038,0
2019-09-14 20:08:06,-37.7369,144.9290,5,1058,small,798,0
2019-09-13 10:26:06,-33.7451,151.3045,6,2476,small,685,0
2019-09-14 08:54:06,-37.8033,144.8740,5,1058,medium,1077,0
2019-09-10 14:42:06,-37.8564,144.9394,9,1432,medium,1458,0
2019-09-12 04:11:06,-37.8763,145.1268,4,5479,small,813,0
2019-09-11 11:25:06,-37.6077,144.8077,5,1058,medium,1244,0
2019-09-12 10:08:06,-37.7532,144.9568,8,8376,small,1470,1
2019-09-15 10:25:06,-33.7744,151.3550,5,355,medium,493,0
2019-09-15 18:36:06,-37.7034,144.9972,5,1058,small,1392,0
2019-09-13 20:05:06,-33.7364,151.2886,6,2476,medium,456,0
2019-09-11 03:26:06,-37.8886,144.9946,5,1058,small,65,0
2019-09-15 14:03:06,-37.7675,144.8204,5,1058,medium,577,0
2019-09-14 15:45:06,-33.9593,151.1486,6,2476,medium,427,0
2019-09-11 19:50:06,-37.7446,145.0332,3,5089,small,658,0
2019-09-16 10:53:06,-33.8012,150.9960,6,2476,small,1768,0
2019-09-16 14:44:06,-33.8888,151.2015,4,2257,medium,1790,1
2019-09-11 00:21:06,-37.7901,145.0582,1,6153,medium,908,0
2019-09-14 12:35:06,-37.8677,144.9602,5,1058,small,1977,0
2019-09-11 03:16:06,-33.8306,151.0926,3,9732,medium,924,1
2019-09-15 17:48:06,-37.6981,144.9586,7,3677,medium,700,0
2019-09-13 03:40:06,-33.8618,151.1525,5,355,medium,934,1
2019-09-10 06:15:06,-37.8674,144.8994,6,8260,medium,1798,0
2019-09-16 09:19:06,-37.7749,145.0797,8,8376,medium,1204,1
2019-09-13 18:18:06,-33.8083,151.1828,8,1627,medium,824,1
2019-09-14 08:08:06,-37.7079,144.8353,6,8260,medium,848,1
2019-09-15 20:13:06,-37.7891,144.8937,5,1058,small,1360,1
2019-09-12 21:11:06,-37.8579,144.9698,4,5479,medium,1111,1
2019-09-11 14:54:06,-37.9187,145.0965,5,1058,medium,837,1
2019-09-12 14:11:06,-33.8032,151.0844,5,355,medium,728,0
2019-09-14 14:58:06,-33.9725,151.2553,2,7331,medium,1317,1
2019-09-11 12:55:06,-37.8578,145.0384,1,6153,medium,1840,0
2019-09-12 07:51:06,-33.7136,151.0538,5,355,medium,1194,0
2019-09-10 12:41:06,-33.9299,151.2800,4,2257,medium,2147,1
2019-09-10 07:28:06,-34.0903,151.0720,6,2476,small,816,0
2019-09-11 00:47:06,-37.7719,144.9926,4,5479,medium,273,0
2019-09-15 20:36:06,-37.6146,145.0089,2,634,small,1006,0
2019-09-12 15:38:06,-33.9992,151.2224,7,4242,medium,1867,1
2019-09-12 06:00:06,-37.8839,144.9451,4,5479,small,1111,0
2019-09-14 15:58:06,-33.8438,151.1887,4,2257,medium,1438,1
2019-09-16 18:50:06,-33.9039,151.2076,3,9732,small,1138,0
2019-09-10 11:38:06,-37.7102,145.0428,2,634,medium,505,0
2019-09-12 11:39:06,-37.8209,144.8094,6,8260,medium,750,0
2019-09-14 04:07:06,-33.7844,151.2657,3,9732,medium,2384,1
2019-09-10 17:41:06,-37.9609,144.9836,7,3677,small,-80,0
2019-09-11 16:08:06,-33.7845,151.0884,6,2476,medium,1276,0
2019-09-14 17:11:06,-37.6342,145.0572,2,634,medium,1347,0
2019-09-11 15:07:06,-37.8146,144.8292,5,1058,small,1046,0
2019-09-12 07:34:06,-37.9063,145.0699,7,3677,medium,769,0
2019-09-13 11:28:06,-33.8279,151.0897,2,7331,medium,783,1
2019-09-11 09:20:06,-33.7210,151.2003,4,2257,small,1496,0
2019-09-11 18:12:06,-33.7338,150.9661,7,4242,medium,625,0
2019-09-13 20:27:06,-33.8679,151.2774,6,2476,medium,602,0
2019-09-16 14:36:06,-37.7369,144.9837,3,5089,medium,187,1
2019-09-16 06:04:06,-37.8130,144.8500,4,5479,small,1164,0
2019-09-10 00:54:06,-33.9325,151.1702,5,355,medium,1504,0
2019-09-16 07:37:06,-33.7320,151.1996,6,2476,small,184,0
2019-09-10 11:16:06,-37.5497,145.1536,5,1058,small,1168,0
2019-09-12 10:51:06,-33.6200,151.3260,3,9732,small,1023,0
2019-09-15 09:52:06,-37.8464,144.9719,5,1058,small,805,0
2019-09-16 16:07:06,-33.6988,151.2834,2,7331,small,1560,1
2019-09-16 10:51:06,-33.7251,151.1860,6,2476,medium,927,0
2019-09-12 06:10:06,-37.8358,144.9330,7,3677,medium,1362,0
2019-09-15 12:52:06,-33.7238,151.3203,3,9732,small,1928,0
2019-09-12 08:01:06,-37.7004,145.0691,4,5479,small,579,0
2019-09-12 12:53:06,-33.7575,151.0013,6,2476,medium,1226,1
2019-09-11 15:10:06,-37.9521,144.9413,7,3677,medium,1356,0
2019-09-13 18:48:06,-33.9531,151.2453,5,355,small,602,0
2019-09-11 00:37:06,-33.8774,151.4237,5,355,medium,484,0
2019-09-16 12:15:06,-37.9234,144.7629,4,5479,medium,1042,1
2019-09-15 17:58:06,-33.8683,151.1487,6,2476,small,862,1
2019-09-14 07:02:06,-18.1694,122.2244,3,10000,small,71,0
2019-09-11 17:27:06,-33.8281,150.9317,5,355,medium,1446,1
2019-09-14 13:34:06,-37.9102,145.1125,1,6153,small,1551,0
2019-09-10 02:50:06,-33.6524,151.1426,6,2476,medium,2016,0
2019-09-11 11:14:06,-34.0260,151.2082,4,2257,medium,515,0
2019-09-13 19:01:06,-17.8425,122.3491,6,7591,medium,722,1
2019-09-10 13:15:06,-37.8499,145.0159,7,3677,small,1493,0
2019-09-16 10:44:06,-37.9788,144.9821,3,5089,small,1391,0
2019-09-15 06:51:06,-33.9795,151.2840,5,355,medium,1163,0
2019-09-13 03:42:06,-34.0204,151.2246,7,4242,medium,1754,0
2019-09-11 10:39:06,-33.7646,151.2101,4,2257,medium,2114,0
2019-09-11 13:45:06,-33.9302,151.2194,8,1627,small,885,0
2019-09-13 09:58:06,-37.8318,144.9487,3,5089,medium,560,1
2019-09-16 05:13:06,-37.6536,145.0215,6,8260,small,1412,0
2019-09-11 18:19:06,-33.8330,151.1820,4,2257,medium,1343,1
2019-09-10 10:10:06,-37.8898,144.9543,7,3677,small,1164,0
2019-09-11 10:47:06,-37.8156,145.0934,6,8260,small,979,0
2019-09-12 14:35:06,-33.9826,151.2646,7,4242,medium,1997,1
2019-09-10 13:11:06,-38.0014,145.0455,3,5089,medium,-45,0
2019-09-14 16:59:06,-37.7866,144.9247,2,634,small,-42,0
2019-09-14 01:53:06,-33.8167,151.2155,6,2476,small,1541,0
2019-09-14 14:33:06,-33.9579,151.1242,5,355,medium,1575,0
2019-09-11 17:48:06,-37.7609,145.1229,5,1058,medium,1732,0
2019-09-14 13:39:06,-33.9515,151.2670,5,355,medium,1730,0
2019-09-15 13:59:06,-33.9519,151.2563,4,2257,medium,898,0
2019-09-15 13:46:06,-37.9426,145.0692,1,6153,small,1266,1
2019-09-15 14:52:06,-33.8803,151.3878,7,4242,medium,1109,0
2019-09-16 16:21:06,-37.8224,144.9401,6,8260,medium,1598,0
2019-09-15 09:50:06,-33.8234,151.2669,5,355,small,919,0
2019-09-13 13:15:06,-34.0445,151.2193,5,355,medium,77,0
2019-09-13 12:39:06,-37.8436,144.8830,4,5479,small,826,0
2019-09-12 08:42:06,-37.8531,144.7626,3,5089,medium,340,0
2019-09-10 08:46:06,-33.8606,150.9959,7,4242,medium,941,0
2019-09-12 18:16:06,-37.7937,144.9577,6,8260,medium,1489,0
2019-09-12 01:23:06,-37.7763,144.9457,7,3677,medium,838,1
2019-09-11 14:38:06,-37.7507,145.1147,5,1058,medium,1398,1
2019-09-12 16:45:06,-33.8489,151.3337,5,355,medium,1325,1
2019-09-15 11:15:06,-37.7153,145.1039,4,5479,medium,784,0
2019-09-10 15:21:06,-37.9979,144.9592,2,634,small,494,0
2019-09-15 10:01:06,-37.6721,145.0901,5,1058,small,1086,0
2019-09-10 09:57:06,-33.9695,151.0947,3,9732,small,1316,0
2019-09-14 09:00:06,-37.7395,144.8202,4,5479,medium,1731,0
2019-09-11 12:15:06,-37.7893,145.0741,5,1058,medium,1159,0
2019-09-14 11:43:06,-33.9702,151.0645,4,2257,medium,813,0
2019-09-10 15:44:06,-33.8231,151.0743,7,4242,small,88,0
2019-09-10 17:37:06,-33.9542,151.3754,5,355,medium,432,0
2019-09-15 22:24:06,-33.8639,151.3219,4,2257,medium,1158,0
2019-09-14 06:10:06,-33.9821,151.1735,3,9732,small,539,0
2019-09-14 16:12:06,-33.7644,151.0870,4,2257,medium,254,0
2019-09-13 13:19:06,-33.9259,151.0681,3,9732,small,2301,0
2019-09-16 12:38:06,-33.7351,151.2957,3,9732,medium,888,1
2019-09-10 16:52:06,-37.7791,144.9245,5,1058,medium,130,0
2019-09-15 15:23:06,-33.9182,151.4020,7,4242,medium,734,1
2019-09-13 06:13:06,-37.8598,145.0220,2,634,small,1272,0
2019-09-15 21:01:06,-37.7249,144.7803,6,8260,small,81,0
2019-09-13 10:00:06,-37.7857,145.0299,8,8376,small,1373,1
2019-09-12 21:10:06,-37.7590,144.9367,4,5479,small,1159,0
2019-09-10 13:39:06,-37.8452,144.9350,2,634,small,836,0
2019-09-11 06:00:06,-37.6429,144.9869,8,8376,medium,304,0
2019-09-14 15:20:06,-37.7682,145.0530,7,3677,small,1034,0
2019-09-14 09:28:06,-17.8936,122.2052,3,10000,medium,1239,0
2019-09-11 02:55:06,-37.7699,144.9194,8,8376,medium,237,0
2019-09-16 13:38:06,-37.9212,144.8820,8,8376,small,555,1
2019-09-12 05:04:06,-18.0732,122.0889,3,10000,small,1090,0
2019-09-10 08:35:06,-37.8185,144.8145,1,6153,medium,848,1
2019-09-13 08:58:06,-37.7638,145.0699,7,3677,medium,918,0
2019-09-11 11:33:06,-33.9386,151.0591,5,355,small,114,0
2019-09-13 12:06:06,-33.9548,151.1119,6,2476,small,1311,0
2019-09-15 12:19:06,-37.6967,144.7757,4,5479,small,1406,0
2019-09-16 17:41:06,-37.6707,144.9280,6,8260,medium,856,1
2019-09-10 16:47:06,-33.7895,151.1399,8,1627,medium,447,1
2019-09-13 02:15:06,-33.6424,151.0295,2,7331,small,1579,0
2019-09-16 15:29:06,-33.9799,151.1308,3,9732,small,603,0
2019-09-14 14:21:06,-37.9000,144.8966,3,5089,small,580,0
2019-09-10 12:17:06,-37.9654,144.8310,6,8260,medium,1554,1
2019-09-13 07:23:06,-34.0301,151.3459,3,9732,small,1035,0
2019-09-13 13:13:06,-33.9880,151.2675,6,2476,small,1680,0
2019-09-16 00:26:06,-33.9296,150.9511,4,2257,small,1066,0
2019-09-15 07:38:06,-37.7054,145.0272,6,8260,small,297,0
2019-09-11 06:06:06,-33.7827,151.1524,4,2257,small,1428,0
2019-09-14 11:02:06,-33.8287,151.1362,1,1542,medium,1342,0
2019-09-13 00:29:06,-17.9033,122.2388,6,7591,medium,1143,0
2019-09-16 02:04:06,-33.7498,151.1456,2,7331,small,1697,0
2019-09-16 18:14:06,-33.9828,151.0965,4,2257,medium,1350,1
2019-09-16 10:18:06,-38.0193,144.9568,4,5479,small,732,0
2019-09-11 18:44:06,-34.0302,151.2458,5,355,small,2379,1
2019-09-11 03:38:06,-33.8555,150.9990,1,1542,small,1276,0
2019-09-12 07:32:06,-33.8154,151.2125,7,4242,small,1279,0
2019-09-16 02:38:06,-33.8013,151.2138,2,7331,medium,382,0
2019-09-15 09:52:06,-33.9829,151.2331,8,1627,small,988,0
2019-09-14 21:53:06,-33.8600,151.1434,7,4242,medium,1125,1
2019-09-13 14:09:06,-37.6698,144.8417,7,3677,small,1178,0
2019-09-14 10:05:06,-37.8973,144.8044,5,1058,small,1601,0
2019-09-15 13:22:06,-37.8303,145.0241,2,634,medium,808,0
2019-09-15 05:44:06,-33.8807,151.1876,2,7331,small,1010,0
2019-09-12 16:08:06,-33.6936,151.2837,7,4242,medium,971,0
2019-09-14 19:22:06,-33.9599,150.9413,4,2257,medium,1157,1
2019-09-12 17:12:06,-33.7976,151.2475,2,7331,medium,1344,1
2019-09-12 12:41:06,-33.9146,151.2854,3,9732,medium,1306,1
2019-09-12 15:54:06,-33.9440,151.2831,4,2257,small,-192,0
2019-09-16 08:15:06,-37.6117,144.8802,7,3677,small,1168,0
2019-09-14 08:13:06,-34.0078,151.1241,8,1627,small,1075,0
2019-09-16 01:19:06,-37.8220,144.8944,2,634,small,666,0
2019-09-11 13:09:06,-33.9621,151.1998,6,2476,small,1052,0
2019-09-11 08:43:06,-37.7329,145.0776,3,5089,medium,1000,1
2019-09-11 14:35:06,-18.0705,122.3125,6,7591,small,1206,0
2019-09-11 04:58:06,-33.8149,151.2887,2,7331,small,1373,0
2019-09-10 09:18:06,-37.8116,144.8056,5,1058,small,299,0
2019-09-12 12:08:06,-37.7376,144.9583,5,1058,small,1095,0
2019-09-11 11:54:06,-33.8075,151.2666,7,4242,medium,1160,0
2019-09-10 13:22:06,-34.0068,151.3298,4,2257,medium,1167,0
2019-09-15 06:22:06,-33.8738,151.0974,7,4242,small,1148,0
2019-09-10 14:47:06,-38.0776,144.9507,6,8260,small,839,1
2019-09-15 08:48:06,-37.8527,144.8738,5,1058,medium,519,0
2019-09-14 21:46:06,-33.9875,151.3836,6,2476,medium,1218,1
2019-09-14 05:42:06,-37.6520,144.7835,5,1058,medium,589,0
2019-09-11 04:44:06,-33.8844,151.0871,5,355,medium,1663,0
2019-09-15 04:41:06,-33.9572,151.2980,5,355,medium,184,0
2019-09-13 19:52:06,-37.8859,145.0885,6,8260,medium,686,1
2019-09-16 07:25:06,-33.8483,151.1454,4,2257,small,1365,0
2019-09-11 10:53:06,-33.8432,151.1091,8,1627,medium,687,0
2019-09-10 14:06:06,-33.6334,151.1678,3,9732,small,503,1
2019-09-10 17:00:06,-37.9586,144.8732,2,634,small,1693,0
2019-09-12 15:30:06,-37.6574,145.0362,3,5089,small,350,0
2019-09-16 13:49:06,-33.7511,151.2711,3,9732,medium,530,0
2019-09-12 09:18:06,-37.9474,144.8812,4,5479,small,782,0
2019-09-13 10:26:06,-37.7913,144.8726,6,8260,medium,1063,0
2019-09-15 21:42:06,-33.9430,151.1584,6,2476,small,967,1
2019-09-16 00:22:06,-33.8310,151.1680,6,2476,small,155,0
2019-09-12 14:24:06,-37.6093,145.1150,9,1432,medium,918,0
2019-09-13 07:30:06,-37.7449,144.9440,4,5479,medium,-221,0
2019-09-13 07:46:06,-37.9703,144.8870,4,5479,small,1193,0
2019-09-11 08:19:06,-33.7912,151.2173,6,2476,small,853,0
2019-09-11 18:28:06,-33.8664,151.1195,6,2476,small,826,1
2019-09-13 09:25:06,-37.8075,144.9163,3,5089,medium,892,0
2019-09-16 19:15:06,-33.8826,151.2789,8,1627,small,813,0
2019-09-11 15:24:06,-33.6459,151.2154,4,2257,small,1376,1
2019-09-14 14:57:06,-37.8544,144.9418,5,1058,small,749,0
2019-09-15 15:51:06,-37.9130,144.9109,7,3677,small,1299,0
2019-09-16 01:01:06,-37.8109,145.0044,5,1058,small,-61,0
2019-09-10 16:41:06,-37.9729,144.9769,7,3677,medium,272,0
2019-09-13 11:47:06,-37.7146,144.8576,2,634,medium,550,0
2019-09-16 02:57:06,-33.8256,151.3925,3,9732,small,417,0
2019-09-14 07:20:06,-37.8029,145.0277,6,8260,small,1129,0
2019-09-10 14:33:06,-37.6870,145.1339,5,1058,medium,480,0
2019-09-15 09:22:06,-33.8871,151.1756,2,7331,medium,1327,0
2019-09-10 15:19:06,-33.8377,151.1387,5,355,small,1165,0
2019-09-15 01:28:06,-33.7708,151.2466,6,2476,medium,1213,0
2019-09-12 15:06:06,-33.9146,151.0347,4,2257,small,389,0
2019-09-10 09:42:06,-34.0974,151.2429,4,2257,small,814,0
2019-09-16 11:17:06,-33.8887,151.1291,2,7331,small,1163,0
2019-09-13 14:52:06,-37.9284,144.9978,8,8376,medium,1133,1
2019-09-10 06:12:06,-37.8234,144.8075,4,5479,small,1331,1
2019-09-12 14:23:06,-37.9100,144.8596,3,5089,medium,1049,0
2019-09-10 17:48:06,-37.8063,144.9552,8,8376,medium,738,1
2019-09-15 05:10:06,-33.8772,151.0225,5,355,medium,1962,0
2019-09-16 09:00:06,-33.8362,151.1971,5,355,medium,862,0
2019-09-14 08:28:06,-38.0205,144.9300,6,8260,medium,535,0
2019-09-16 12:39:06,-37.6101,145.0828,3,5089,small,822,1
2019-09-16 03:16:06,-34.0245,151.2888,6,2476,small,1746,0
2019-09-10 07:21:06,-17.9088,122.2628,6,7591,medium,605,0
2019-09-16 18:11:06,-33.9974,151.1017,7,4242,small,1700,0
2019-09-11 12:58:06,-37.8917,144.9292,4,5479,medium,1610,0
2019-09-14 13:43:06,-33.9120,151.2685,7,4242,medium,-261,0
2019-09-16 08:23:06,-37.7430,144.9595,3,5089,medium,,0
2019-09-14 06:09:06,-33.7338,151.1386,3,9732,small,1408,0
2019-09-11 16:32:06,-37.8213,145.0208,8,8376,small,478,1
2019-09-10 17:24:06,-33.8514,151.3359,3,9732,small,1855,0
2019-09-13 06:28:06,-37.6308,145.0593,6,8260,small,1218,1
2019-09-10 17:22:06,-33.9033,151.3726,4,2257,small,1279,1
2019-09-13 05:10:06,-33.7526,151.1187,2,7331,small,1597,0
2019-09-13 10:41:06,-37.8518,145.0558,7,3677,medium,1122,0
2019-09-14 21:05:06,-33.8563,151.1372,4,2257,medium,985,1
2019-09-12 16:34:06,-37.9869,145.0406,8,8376,small,1068,1
2019-09-13 09:19:06,-33.8126,151.3916,4,2257,small,1335,0
2019-09-13 19:37:06,-37.7109,144.9820,9,1432,medium,823,1
2019-09-15 22:28:06,-37.7572,145.0177,5,1058,small,1003,0
2019-09-15 04:42:06,-37.8692,145.1444,7,3677,medium,1049,0
2019-09-12 03:55:06,-33.8295,151.1305,7,4242,medium,1234,0
2019-09-14 12:33:06,-37.6672,145.0914,2,634,small,722,1
2019-09-16 11:26:06,-37.8362,144.9864,2,634,medium,1257,0
2019-09-13 09:39:06,-33.8218,151.3021,7,4242,small,768,0
2019-09-16 07:34:06,-37.7691,145.0351,3,5089,small,454,0
2019-09-15 14:04:06,-37.7138,145.1147,1,6153,medium,897,0
2019-09-15 14:21:06,-37.8554,144.8793,6,8260,medium,1206,1
2019-09-13 14:04:06,-37.7438,144.9115,4,5479,medium,1655,1
2019-09-13 12:57:06,-37.8155,144.8365,5,1058,small,552,0
2019-09-15 07:19:06,-33.7984,151.4041,7,4242,medium,607,0
2019-09-10 16:51:06,-33.8483,151.2456,4,2257,medium,152,1
2019-09-16 11:44:06,-37.8077,144.9749,6,8260,medium,1652,1
2019-09-11 19:46:06,-33.8807,151.3043,3,9732,small,803,1
2019-09-16 07:53:06,-37.6741,144.7111,3,5089,small,553,0
2019-09-10 14:40:06,-17.9374,122.3584,4,7386,small,1756,0
2019-09-13 14:31:06,-37.7668,145.0576,4,5479,small,1167,0
2019-09-10 02:59:06,-33.8588,151.1379,5,355,medium,684,0
2019-09-12 12:08:06,-37.8489,145.0698,4,5479,medium,1525,1
2019-09-10 08:49:06,-37.7495,144.9538,5,1058,small,926,0
2019-09-16 05:05:06,-37.9305,144.8630,5,1058,medium,1144,0
2019-09-14 14:42:06,-37.7880,144.9934,5,1058,medium,1186,0
2019-09-13 14:06:06,-38.0399,145.0093,3,5089,small,302,0
2019-09-16 11:27:06,-37.7027,145.1322,2,634,medium,1226,0
2019-09-10 15:31:06,-33.8598,151.2190,5,355,small,1151,0
2019-09-15 16:48:06,-37.7593,144.9328,2,634,small,878,0
2019-09-11 13:01:06,-37.8292,144.8266,4,5479,small,1766,1
2019-09-14 07:21:06,-37.9710,144.8796,6,8260,medium,1897,0
2019-09-13 21:25:06,-37.7953,145.0031,3,5089,medium,1153,1
2019-09-10 09:19:06,-33.6420,151.0254,3,9732,medium,705,1
2019-09-15 12:42:06,-33.8501,151.1998,4,2257,medium,2240,1
2019-09-10 11:48:06,-37.8387,144.8990,7,3677,medium,797,0
2019-09-11 14:39:06,-37.8770,145.0636,4,5479,small,1679,0
2019-09-12 17:47:06,-33.8764,151.2150,5,355,medium,1321,0
2019-09-13 02:52:06,-38.0166,145.0960,9,1432,small,821,0
2019-09-16 09:47:06,-37.7234,144.9320,9,1432,small,1164,0
2019-09-16 19:53:06,-37.8238,145.0952,3,5089,medium,684,1
2019-09-14 20:43:06,-37.7856,144.9330,5,1058,medium,679,0
2019-09-10 19:52:06,-37.8598,144.9088,7,3677,small,1069,1
2019-09-11 11:55:06,-33.9499,151.2826,6,2476,medium,1445,0
2019-09-15 09:07:06,-37.8974,144.8218,5,1058,medium,1072,0
2019-09-11 11:01:06,-33.8657,151.2066,4,2257,medium,-230,0
2019-09-12 09:08:06,-37.8552,144.9475,3,5089,small,608,0
2019-09-14 15:48:06,-17.7520,122.1481,4,7386,medium,610,0
2019-09-13 04:05:06,-33.7991,151.3280,7,4242,small,711,0
2019-09-12 08:31:06,-37.8185,145.0195,5,1058,medium,1858,0
2019-09-12 20:25:06,-37.8543,145.0030,1,6153,small,820,0
2019-09-12 15:24:06,-17.8156,122.3789,4,7386,medium,1125,1
2019-09-13 16:09:06,-17.8871,122.2148,4,7386,small,718,0
2019-09-12 12:06:06,-37.6260,144.9907,3,5089,small,177,0
2019-09-16 19:59:06,-33.7929,151.3074,3,9732,small,1372,0
2019-09-10 17:41:06,-18.0825,122.2154,6,7591,small,2440,0
2019-09-10 11:13:06,-33.6985,151.2289,5,355,medium,1429,0
2019-09-10 04:54:06,-37.9358,144.8141,8,8376,medium,1861,0
2019-09-12 10:42:06,-33.8879,151.1605,9,10000,medium,1887,0
2019-09-10 10:25:06,-37.9875,144.8583,4,5479,small,770,0
2019-09-14 12:50:06,-34.0405,151.1830,4,2257,small,485,0
2019-09-12 03:10:06,-33.9507,151.3134,6,2476,small,1453,0
2019-09-16 11:32:06,-33.8247,151.1760,4,2257,medium,1107,0
2019-09-10 08:19:06,-37.8075,144.9112,7,3677,small,831,0
2019-09-13 15:40:06,-33.7681,151.2817,2,7331,medium,1251,1
2019-09-11 09:25:06,-37.8521,144.9536,5,1058,small,1027,0
2019-09-10 05:00:06,-33.8671,151.2511,3,9732,small,1680,0
2019-09-12 03:19:06,-37.9188,145.0326,2,634,medium,1209,0
2019-09-16 18:50:06,-37.8581,144.9697,5,1058,small,613,0
2019-09-13 16:53:06,-37.6946,144.9014,4,5479,small,278,1
2019-09-15 09:39:06,-37.8812,144.7562,4,5479,medium,1459,1
2019-09-11 14:23:06,-37.6151,144.9714,3,5089,small,1472,1
2019-09-11 03:11:06,-34.0332,150.9954,5,355,medium,1453,0
2019-09-13 06:18:06,-37.7843,144.9738,2,634,medium,454,0
2019-09-12 18:27:06,-37.7259,145.0702,5,1058,medium,1468,1
2019-09-10 08:40:06,-37.9415,144.9324,7,3677,medium,603,0
2019-09-11 09:43:06,-37.8177,144.8458,3,5089,small,1005,0
2019-09-11 09:50:06,-37.6897,144.9540,7,3677,medium,771,0
2019-09-15 03:19:06,-37.7993,145.0485,3,5089,medium,947,0
2019-09-12 16:07:06,-33.8031,151.1528,7,4242,medium,1670,1
2019-09-10 14:16:06,-17.8531,122.1849,6,7591,medium,975,1
2019-09-12 07:07:06,-37.8124,145.0412,8,8376,small,1510,0
2019-09-16 19:44:06,-33.7950,151.1347,6,2476,small,2045,0
2019-09-16 17:06:06,-33.8627,151.0854,6,2476,medium,474,1
2019-09-16 16:15:06,-17.8763,122.1047,6,7591,small,874,0
2019-09-12 14:35:06,-33.8174,151.2273,6,2476,medium,571,0
2019-09-13 03:03:06,-33.9040,151.3073,4,2257,small,1650,0
2019-09-11 18:19:06,-37.6997,145.0922,5,1058,medium,780,0
2019-09-11 18:00:06,-37.9022,144.7883,6,8260,medium,1409,0
2019-09-12 09:02:06,-37.7588,144.9833,5,1058,small,1610,0
2019-09-11 01:30:06,-33.7931,151.2578,7,4242,small,793,0
2019-09-10 15:58:06,-17.9355,122.3027,6,7591,medium,1210,1
2019-09-15 08:08:06,-33.7885,151.5391,6,2476,small,492,0
2019-09-13 09:33:06,-18.0009,121.9757,7,7267,medium,969,0
2019-09-16 14:33:06,-17.9730,122.1185,5,3590,medium,1169,1
2019-09-16 05:10:06,-33.8183,151.2668,4,2257,medium,104,0
2019-09-11 08:38:06,-37.9279,144.9412,5,1058,small,984,0
2019-09-10 13:48:06,-37.7436,144.9919,2,634,small,1028,1
2019-09-14 16:30:06,-33.9104,151.2854,6,2476,small,390,0
2019-09-10 12:24:06,-33.8630,151.2745,4,2257,small,854,1
2019-09-11 13:01:06,-37.8614,145.0522,7,3677,small,1303,1
2019-09-11 05:58:06,-17.9726,122.5695,5,3590,small,796,0
2019-09-16 08:23:06,-37.6388,144.9174,2,634,medium,380,0
2019-09-16 03:41:06,-33.8393,151.1008,7,4242,medium,1352,0
2019-09-16 02:12:06,-37.8515,145.0681,4,5479,medium,1193,0
2019-09-13 03:59:06,-33.7094,151.2459,7,4242,medium,1489,1
2019-09-11 19:39:06,-37.9116,145.0089,6,8260,medium,1308,1
2019-09-13 16:24:06,-34.0198,151.2690,5,355,small,1508,0
2019-09-15 05:01:06,-33.8540,151.0579,3,9732,medium,772,0
2019-09-11 19:37:06,-34.0061,151.2550,5,355,medium,897,1
2019-09-14 09:44:06,-37.8831,145.1355,4,5479,medium,572,0
2019-09-12 18:32:06,-33.8404,151.2946,3,9732,medium,1210,1
2019-09-10 15:57:06,-37.6098,144.9460,5,1058,small,873,1
2019-09-12 18:47:06,-17.9173,122.2002,7,7267,small,1369,0
2019-09-15 05:19:06,-17.9118,122.2416,8,1382,small,1271,0
2019-09-12 12:15:06,-33.8821,151.2463,3,9732,small,1399,1
2019-09-16 14:34:06,-33.9111,151.2757,3,9732,medium,1243,1
2019-09-14 11:01:06,-33.8599,151.3316,4,2257,medium,945,0
2019-09-12 15:39:06,-33.7540,151.3025,6,2476,medium,1585,0
2019-09-13 21:33:06,-33.8366,151.3806,5,355,small,1175,0
2019-09-15 07:51:06,-33.7850,151.1298,7,4242,small,837,0
2019-09-14 16:34:06,-33.7839,151.1350,7,4242,medium,1022,0
2019-09-13 17:38:06,-33.9902,151.1372,8,1627,small,618,0
2019-09-10 05:34:06,-34.0082,151.1013,7,4242,small,1021,0
2019-09-16 06:13:06,-37.6808,144.8455,6,8260,medium,1372,0
2019-09-13 06:50:06,-37.6783,144.9365,7,3677,small,1084,1
2019-09-10 18:49:06,-17.9059,122.2234,3,10000,small,369,0
2019-09-12 13:29:06,-33.6843,151.1064,6,2476,small,302,0
2019-09-12 01:31:06,-37.8970,145.0783,4,5479,small,153,0
2019-09-12 18:29:06,-33.7182,151.1666,5,355,small,283,1
2019-09-10 15:07:06,-37.7458,145.0480,3,5089,small,939,0
2019-09-16 03:43:06,-33.7547,151.2954,7,4242,medium,1528,0
2019-09-16 14:45:06,-37.8419,145.1064,5,1058,small,1158,0
2019-09-14 12:47:06,-37.8950,144.8831,6,8260,small,964,0
2019-09-16 15:19:06,-17.8760,122.2150,4,7386,small,733,0
2019-09-10 09:46:06,-37.8152,145.0902,4,5479,small,1087,0
2019-09-11 12:13:06,-33.8387,151.2636,5,355,medium,898,0
2019-09-11 03:43:06,-33.9277,151.2506,7,4242,small,1267,0
2019-09-11 21:36:06,-34.0319,151.2763,6,2476,medium,763,1
2019-09-16 16:49:06,-33.9761,151.2397,7,4242,small,643,0
2019-09-11 14:23:06,-33.7160,151.2399,2,7331,small,484,1
